time, x, y, heading, vel_x, vel_y, vel_heading,
0.008, -1.99204e-09, -1.53147e-07, 0.00014498, 0, 0, 0, 
0.016, -1.98488e-09, 4.81393e-09, 0.000110752, 8.95544e-10, 1.97451e-05, -0.00427855, 
0.024, -1.65799e-09, -1.05059e-08, 8.67971e-05, 4.08613e-08, -1.91498e-06, -0.00299432, 
0.032, -1.35727e-09, -2.04038e-08, 6.85945e-05, 3.75893e-08, -1.23724e-06, -0.00227532, 
0.04, 0.000310905, -2.6583e-08, 0.000401766, 0.0388633, -7.72394e-07, 0.0416465, 
0.048, 0.000679966, 3.0456e-05, 0.000611101, 0.0461326, 0.00381033, 0.0261668, 
0.056, 0.00104953, 6.18229e-05, 0.00074271, 0.0461959, 0.00392086, 0.0164512, 
0.064, 0.00141922, 9.36035e-05, 0.00090069, 0.0462107, 0.00397257, 0.0197474, 
0.072, 0.00178893, 0.00012471, 0.00133079, 0.0462144, 0.00388834, 0.0537624, 
0.08, 0.00215864, 0.000152115, 0.00180309, 0.0462137, 0.00342555, 0.0590371, 
0.088, 0.00252834, 0.000175343, 0.00229113, 0.0462117, 0.00290359, 0.061006, 
0.096, 0.00289801, 0.000194587, 0.00278589, 0.0462094, 0.00240543, 0.0618439, 
0.104, 0.00326767, 0.000210206, 0.00328373, 0.0462074, 0.00195239, 0.0622306, 
0.112, 0.00363732, 0.000222569, 0.0037831, 0.0462057, 0.00154545, 0.0624211, 
0.12, 0.00400695, 0.000232001, 0.00428327, 0.0462043, 0.00117897, 0.0625211, 
0.128, 0.00437658, 0.000238768, 0.00478388, 0.0462031, 0.000845809, 0.0625769, 
0.136, 0.00474619, 0.000243082, 0.00528476, 0.0462022, 0.000539275, 0.0626101, 
0.144, 0.00511581, 0.000245111, 0.00578581, 0.0462015, 0.000253682, 0.0626311, 
0.152, 0.00548541, 0.000244987, 0.00628697, 0.0462008, -1.55818e-05, 0.0626451, 
0.16, 0.00585501, 0.000242809, 0.00678821, 0.0462003, -0.000272171, 0.062655, 
0.168, 0.00622461, 0.000238658, 0.00728951, 0.0461999, -0.000518948, 0.0626621, 
0.176, 0.00659421, 0.000232593, 0.00779085, 0.0461995, -0.000758139, 0.0626674, 
0.184, 0.0069638, 0.000224661, 0.00829222, 0.0461991, -0.000991469, 0.0626714, 
0.192, 0.00733339, 0.000214899, 0.00879362, 0.0461988, -0.00122027, 0.0626744, 
0.2, 0.00770298, 0.000203334, 0.00929503, 0.0461985, -0.00144559, 0.0626768, 
0.208, 0.00807257, 0.000189988, 0.00979646, 0.0461982, -0.0016682, 0.0626786, 
0.216, 0.00844215, 0.000174878, 0.0102979, 0.0461979, -0.00188874, 0.06268, 
0.224, 0.00881173, 0.000158017, 0.0107993, 0.0461976, -0.00210767, 0.062681, 
0.232, 0.00918131, 0.000139414, 0.0113008, 0.0461973, -0.00232537, 0.0626818, 
0.24, 0.00955089, 0.000119077, 0.0118022, 0.0461975, -0.00254212, 0.0626805, 
0.248, 0.00992047, 9.70128e-05, 0.0123035, 0.0461976, -0.00275804, 0.062651, 
0.256, 0.01029, 7.32258e-05, 0.0128044, 0.0461972, -0.00297338, 0.0626218, 
0.264, 0.0106596, 4.77187e-05, 0.0133052, 0.0461968, -0.00318839, 0.0625951, 
0.272, 0.0110292, 2.04939e-05, 0.0138058, 0.0461964, -0.00340311, 0.0625703, 
0.28, 0.0113988, -8.44677e-06, 0.0143061, 0.046196, -0.00361758, 0.062547, 
0.288, 0.0117683, -3.91017e-05, 0.0148063, 0.0461956, -0.00383186, 0.062525, 
0.296, 0.0121379, -7.14698e-05, 0.0153064, 0.0461953, -0.00404601, 0.062504, 
0.304, 0.0125074, -0.00010555, 0.0158062, 0.0461949, -0.00426005, 0.0624838, 
0.312, 0.012877, -0.000141342, 0.0163059, 0.0461945, -0.00447401, 0.0624643, 
0.32, 0.0132466, -0.000178846, 0.0168055, 0.0461941, -0.00468792, 0.0624452, 
0.328, 0.0136161, -0.00021806, 0.0173049, 0.0461937, -0.0049018, 0.0624266, 
0.336, 0.0139857, -0.000258985, 0.0178042, 0.0461933, -0.00511565, 0.0624083, 
0.344, 0.0143552, -0.000301621, 0.0183033, 0.0461928, -0.00532949, 0.0623903, 
0.352, 0.0147247, -0.000345968, 0.0188023, 0.0461924, -0.00554333, 0.0623725, 
0.36, 0.0150943, -0.000392025, 0.0193011, 0.046192, -0.00575718, 0.0623549, 
0.368, 0.0154638, -0.000439793, 0.0197998, 0.0461915, -0.00597103, 0.0623375, 
0.376, 0.0158333, -0.000489273, 0.0202984, 0.0461911, -0.00618489, 0.0623201, 
0.384, 0.0162029, -0.000540463, 0.0207968, 0.0461906, -0.00639877, 0.0623029, 
0.392, 0.0165724, -0.000593364, 0.0212951, 0.0461901, -0.00661266, 0.0622857, 
0.4, 0.0169419, -0.000647977, 0.0217932, 0.0461896, -0.00682657, 0.0622686, 
0.408, 0.0173114, -0.000703866, 0.0222913, 0.0461891, -0.0069862, 0.0622532, 
0.416, 0.0176809, -0.000759573, 0.0227892, 0.0461886, -0.00696329, 0.0622417, 
0.424, 0.0180504, -0.000815052, 0.023287, 0.0461882, -0.00693492, 0.0622249, 
0.432, 0.0184199, -0.0008703, 0.0237847, 0.0461877, -0.006906, 0.0622074, 
0.44, 0.0187894, -0.000925317, 0.0242822, 0.0461871, -0.00687708, 0.06219, 
0.448, 0.0191589, -0.000980102, 0.0247796, 0.0461865, -0.00684823, 0.0621727, 
0.456, 0.0195284, -0.00103466, 0.0252768, 0.046186, -0.00681948, 0.0621556, 
0.464, 0.0198979, -0.00108898, 0.0257739, 0.0461854, -0.00679081, 0.0621385, 
0.472, 0.0202674, -0.00114308, 0.0262709, 0.0461848, -0.00676219, 0.0621215, 
0.48, 0.0206368, -0.00119695, 0.0267677, 0.0461842, -0.00673363, 0.0621045, 
0.488, 0.0210063, -0.00122019, 0.0270255, 0.0461831, -0.00290428, 0.0322206, 
0.496, 0.0213758, -0.00124227, 0.0272807, 0.0461851, -0.00276063, 0.0319058, 
0.504, 0.0217452, -0.00126416, 0.0275359, 0.0461831, -0.00273653, 0.0318902, 
0.512, 0.0221147, -0.00128595, 0.027791, 0.0461824, -0.00272378, 0.0318883, 
0.52, 0.0224842, -0.00130964, 0.0282857, 0.0461822, -0.00296127, 0.0618414, 
0.528, 0.0228536, -0.00133494, 0.028782, 0.0461814, -0.00316194, 0.0620348, 
0.536, 0.0232231, -0.00136185, 0.0292781, 0.0461808, -0.00336328, 0.0620188, 
0.544, 0.0235925, -0.00139038, 0.0297741, 0.0461801, -0.00356716, 0.0620015, 
0.552, 0.0239619, -0.00142057, 0.03027, 0.0461795, -0.00377322, 0.0619843, 
0.56, 0.0243314, -0.00145242, 0.0307657, 0.0461788, -0.00398101, 0.0619672, 
0.568, 0.0247008, -0.00148594, 0.0312614, 0.0461781, -0.00419018, 0.0619502, 
0.576, 0.0250702, -0.00152114, 0.0317568, 0.0461774, -0.00440044, 0.0619333, 
0.584, 0.0254396, -0.00155803, 0.0322521, 0.0461767, -0.00461157, 0.0619164, 
0.592, 0.025809, -0.00159662, 0.0327473, 0.0461759, -0.00482339, 0.0618996, 
0.6, 0.0261784, -0.00163691, 0.0332424, 0.0461752, -0.00503578, 0.0618829, 
0.608, 0.0265478, -0.0016789, 0.0337373, 0.0461744, -0.00524863, 0.0618662, 
0.616, 0.0269172, -0.00172259, 0.0342321, 0.0461737, -0.00546183, 0.0618495, 
0.624, 0.0272866, -0.00176799, 0.0347268, 0.0461729, -0.00567533, 0.0618329, 
0.632, 0.027656, -0.00181511, 0.0352213, 0.0461721, -0.00588907, 0.0618163, 
0.64, 0.0280253, -0.00186393, 0.0357157, 0.0461713, -0.00610301, 0.0617997, 
0.648, 0.0283947, -0.00191347, 0.03621, 0.0461705, -0.00619244, 0.0617869, 
0.656, 0.0287641, -0.00196281, 0.0367042, 0.0461697, -0.00616764, 0.0617738, 
0.664, 0.0291334, -0.00201192, 0.0371983, 0.0461689, -0.00613921, 0.0617572, 
0.672, 0.0295028, -0.00206081, 0.0376922, 0.0461681, -0.00611043, 0.0617402, 
0.68, 0.0298721, -0.00210946, 0.038186, 0.0461672, -0.00608168, 0.0617232, 
0.688, 0.0302414, -0.00215789, 0.0386796, 0.0461663, -0.00605301, 0.0617063, 
0.696, 0.0306108, -0.00220608, 0.0391731, 0.0461654, -0.00602443, 0.0616896, 
0.704, 0.0309801, -0.00225405, 0.0396665, 0.0461645, -0.00599592, 0.0616729, 
0.712, 0.0313494, -0.00230179, 0.0401598, 0.0461636, -0.00596746, 0.0616563, 
0.72, 0.0317187, -0.0023493, 0.0406529, 0.0461627, -0.00593905, 0.0616397, 
0.728, 0.032088, -0.00239659, 0.0411459, 0.0461618, -0.00591068, 0.0616232, 
0.736, 0.0324573, -0.00244364, 0.0416387, 0.0461608, -0.00588233, 0.0616067, 
0.744, 0.0328265, -0.00249048, 0.0421315, 0.0461599, -0.00585402, 0.0615903, 
0.752, 0.0331958, -0.00253708, 0.042624, 0.0461589, -0.00582572, 0.0615739, 
0.76, 0.0335651, -0.00258346, 0.0431165, 0.046158, -0.00579744, 0.0615575, 
0.768, 0.0339343, -0.00262962, 0.0436088, 0.046157, -0.00576918, 0.0615411, 
0.776, 0.0343036, -0.00267554, 0.044101, 0.046156, -0.00574093, 0.0615248, 
0.784, 0.0346728, -0.00272124, 0.0445931, 0.046155, -0.00571269, 0.0615085, 
0.792, 0.0350421, -0.00276672, 0.045085, 0.046154, -0.00568446, 0.0614922, 
0.8, 0.0354113, -0.00281197, 0.0455768, 0.046153, -0.00565624, 0.0614759, 
0.808, 0.0357805, -0.00285699, 0.0460685, 0.0461519, -0.00562802, 0.0614596, 
0.816, 0.0361497, -0.00290179, 0.0465601, 0.0461509, -0.00559982, 0.0614434, 
0.824, 0.0365189, -0.00294637, 0.0470515, 0.0461498, -0.00557162, 0.0614271, 
0.832, 0.0368881, -0.00299071, 0.0475428, 0.0461487, -0.00554343, 0.0614109, 
0.84, 0.0372573, -0.00303483, 0.0480339, 0.0461477, -0.00551524, 0.0613947, 
0.848, 0.0376264, -0.00307873, 0.048525, 0.0461466, -0.00548706, 0.0613785, 
0.856, 0.0379956, -0.0031224, 0.0490159, 0.0461455, -0.00545889, 0.0613623, 
0.864, 0.0383648, -0.00316585, 0.0495066, 0.0461444, -0.00543072, 0.0613461, 
0.872, 0.0387339, -0.00315019, 0.0495314, 0.0461429, 0.00195709, 0.00309849, 
0.88, 0.039103, -0.00313358, 0.0495539, 0.0461433, 0.00207657, 0.00280775, 
0.888, 0.0394722, -0.00311683, 0.0495763, 0.0461428, 0.00209323, 0.00279792, 
0.896, 0.0398413, -0.00310008, 0.0495987, 0.0461428, 0.00209425, 0.00279956, 
0.904, 0.0402105, -0.00308516, 0.0499883, 0.0461433, 0.00186458, 0.0487078, 
0.912, 0.0405796, -0.00307178, 0.0503803, 0.0461423, 0.00167235, 0.0489953, 
0.92, 0.0409488, -0.00305997, 0.0507721, 0.0461414, 0.00147682, 0.0489728, 
0.928, 0.0413179, -0.00304975, 0.0511637, 0.0461405, 0.0012771, 0.0489509, 
0.936, 0.041687, -0.0030412, 0.0516536, 0.0461395, 0.00106961, 0.0612352, 
0.944, 0.0420561, -0.00303428, 0.0521439, 0.0461383, 0.000863932, 0.0612938, 
0.952, 0.0424252, -0.00302903, 0.0526341, 0.0461371, 0.000656192, 0.0612705, 
0.96, 0.0427943, -0.00302546, 0.0531241, 0.0461359, 0.000446838, 0.0612481, 
0.968, 0.0431634, -0.00302356, 0.053589, 0.0461347, 0.000237329, 0.0581138, 
0.976, 0.0435324, -0.00302336, 0.0540536, 0.0461335, 2.56887e-05, 0.0580745, 
0.984, 0.0439015, -0.00302485, 0.054518, 0.0461323, -0.000186761, 0.0580572, 
0.992, 0.0442705, -0.00302805, 0.0549823, 0.0461312, -0.000399864, 0.0580406, 
1, 0.0446396, -0.00303297, 0.0554714, 0.04613, -0.000614615, 0.0611347, 
1.008, 0.0450086, -0.00303959, 0.0559605, 0.0461287, -0.000828683, 0.0611379, 
1.016, 0.0453776, -0.00304794, 0.0564495, 0.0461274, -0.0010431, 0.0611205, 
1.024, 0.0457466, -0.003058, 0.0569383, 0.0461261, -0.0012578, 0.0611032, 
1.032, 0.0461156, -0.00304789, 0.0570294, 0.0461245, 0.00126413, 0.0113892, 
1.04, 0.0464846, -0.00303696, 0.0571187, 0.0461259, 0.00136574, 0.0111609, 
1.048, 0.0468536, -0.00302595, 0.0572079, 0.0461247, 0.00137664, 0.0111526, 
1.056, 0.0472226, -0.00301491, 0.0572972, 0.0461243, 0.00138006, 0.0111533, 
1.064, 0.0475916, -0.00300587, 0.0577832, 0.0461242, 0.00113013, 0.0607578, 
1.072, 0.0479606, -0.00299849, 0.0582718, 0.0461228, 0.00092217, 0.0610744, 
1.08, 0.0483296, -0.00299278, 0.0587603, 0.0461214, 0.000714268, 0.0610564, 
1.088, 0.0486985, -0.00298874, 0.0592486, 0.0461201, 0.000504725, 0.0610369, 
1.096, 0.0490675, -0.00298639, 0.0597367, 0.0461187, 0.000293804, 0.0610181, 
1.104, 0.0494364, -0.00298573, 0.0602247, 0.0461174, 8.18164e-05, 0.0609999, 
1.112, 0.0498054, -0.00298678, 0.0607126, 0.046116, -0.000131001, 0.0609822, 
1.12, 0.0501743, -0.00298954, 0.0612003, 0.0461146, -0.000344474, 0.0609649, 
1.128, 0.0505432, -0.00299401, 0.0616879, 0.0461132, -0.000558471, 0.0609478, 
1.136, 0.0509121, -0.00300019, 0.0621753, 0.0461118, -0.000772889, 0.060931, 
1.144, 0.051281, -0.00300809, 0.0626626, 0.0461104, -0.000987647, 0.0609144, 
1.152, 0.0516498, -0.00301771, 0.0631498, 0.046109, -0.00120268, 0.0608979, 
1.16, 0.0520187, -0.00302905, 0.0636369, 0.0461076, -0.00141794, 0.0608816, 
1.168, 0.0523875, -0.00304212, 0.0641238, 0.0461061, -0.00163339, 0.0608654, 
1.176, 0.0527564, -0.00305691, 0.0646106, 0.0461047, -0.00184898, 0.0608493, 
1.184, 0.0531252, -0.00307343, 0.0650973, 0.0461032, -0.00206471, 0.0608332, 
1.192, 0.053494, -0.00309168, 0.0655838, 0.0461018, -0.00228054, 0.0608173, 
1.2, 0.0538628, -0.00311165, 0.0660702, 0.0461003, -0.00249646, 0.0608013, 
1.208, 0.0542316, -0.00313335, 0.0665565, 0.0460988, -0.00271246, 0.0607854, 
1.216, 0.0546004, -0.00315678, 0.0670426, 0.0460973, -0.00292853, 0.0607696, 
1.224, 0.0549692, -0.00318193, 0.0675287, 0.0460958, -0.00314465, 0.0607537, 
1.232, 0.0553379, -0.00320882, 0.0680146, 0.0460943, -0.00336082, 0.0607379, 
1.24, 0.0557066, -0.00323744, 0.0685003, 0.0460928, -0.00357704, 0.0607222, 
1.248, 0.0560754, -0.00326778, 0.068986, 0.0460912, -0.00379331, 0.0607064, 
1.256, 0.0564441, -0.00329986, 0.0694715, 0.0460897, -0.00400961, 0.0606907, 
1.264, 0.0568128, -0.00333367, 0.0699569, 0.0460881, -0.00422595, 0.060675, 
1.272, 0.0571815, -0.0033675, 0.0704423, 0.0460866, -0.00422924, 0.0606656, 
1.28, 0.0575502, -0.00340112, 0.0709275, 0.0460851, -0.00420219, 0.0606509, 
1.288, 0.0579188, -0.00343451, 0.0714125, 0.0460835, -0.0041738, 0.0606348, 
1.296, 0.0582875, -0.00346767, 0.0718975, 0.0460819, -0.00414533, 0.0606186, 
1.304, 0.0586561, -0.00350061, 0.0723823, 0.0460803, -0.00411694, 0.0606025, 
1.312, 0.0590248, -0.00353332, 0.072867, 0.0460787, -0.00408864, 0.0605865, 
1.32, 0.0593934, -0.0035658, 0.0733516, 0.046077, -0.00406042, 0.0605706, 
1.328, 0.059762, -0.00359806, 0.073836, 0.0460754, -0.00403227, 0.0605547, 
1.336, 0.0601306, -0.00363009, 0.0743203, 0.0460737, -0.00400417, 0.0605389, 
1.344, 0.0604992, -0.0036619, 0.0748045, 0.0460721, -0.00397612, 0.0605232, 
1.352, 0.0608677, -0.00364486, 0.074891, 0.0460701, 0.00212987, 0.0108127, 
1.36, 0.0612363, -0.00362646, 0.0749746, 0.0460727, 0.00230037, 0.0104457, 
1.368, 0.0616049, -0.0036079, 0.075058, 0.04607, 0.00232027, 0.0104284, 
1.376, 0.0619734, -0.00358931, 0.0751414, 0.0460694, 0.0023236, 0.0104304, 
1.384, 0.062342, -0.00357006, 0.0752195, 0.0460693, 0.00240588, 0.00976345, 
1.392, 0.0627105, -0.00355078, 0.0752976, 0.0460692, 0.00240965, 0.00976081, 
1.4, 0.0630791, -0.00353149, 0.0753757, 0.046069, 0.00241105, 0.00976386, 
1.408, 0.0634476, -0.00351219, 0.0754539, 0.0460688, 0.00241272, 0.00976644, 
1.416, 0.0638162, -0.00349486, 0.0759352, 0.0460686, 0.00216615, 0.0601719, 
1.424, 0.0641847, -0.0034792, 0.0764191, 0.0460668, 0.00195827, 0.0604875, 
1.432, 0.0645532, -0.0034652, 0.0769029, 0.046065, 0.00175007, 0.0604697, 
1.44, 0.0649217, -0.00345288, 0.0773865, 0.0460632, 0.00154011, 0.0604505, 
1.448, 0.0652902, -0.00344225, 0.07787, 0.0460614, 0.00132869, 0.0604321, 
1.456, 0.0656587, -0.00343332, 0.0783533, 0.0460597, 0.00111612, 0.0604142, 
1.464, 0.0660272, -0.0034261, 0.0788365, 0.0460579, 0.000902665, 0.0603968, 
1.472, 0.0663956, -0.00342059, 0.0793195, 0.0460561, 0.000688494, 0.0603798, 
1.48, 0.066764, -0.0034168, 0.0798024, 0.0460543, 0.000473755, 0.0603631, 
1.488, 0.0671325, -0.00341473, 0.0802852, 0.0460525, 0.000258557, 0.0603467, 
1.496, 0.0675009, -0.00341439, 0.0807678, 0.0460507, 4.29885e-05, 0.0603304, 
1.504, 0.0678693, -0.00341577, 0.0812503, 0.0460489, -0.000172881, 0.0603144, 
1.512, 0.0682376, -0.00341888, 0.0817327, 0.0460471, -0.000388996, 0.0602984, 
1.52, 0.068606, -0.00342372, 0.082215, 0.0460452, -0.000605313, 0.0602826, 
1.528, 0.0689743, -0.0034303, 0.0826971, 0.0460434, -0.000821796, 0.0602669, 
1.536, 0.0693427, -0.0034386, 0.0831791, 0.0460416, -0.00103842, 0.0602512, 
1.544, 0.069711, -0.00344865, 0.083661, 0.0460397, -0.00125515, 0.0602356, 
1.552, 0.0700793, -0.00346042, 0.0841428, 0.0460378, -0.00147199, 0.0602201, 
1.56, 0.0704476, -0.00347393, 0.0846244, 0.046036, -0.0016889, 0.0602046, 
1.568, 0.0708159, -0.00348918, 0.0851059, 0.0460341, -0.00190589, 0.0601892, 
1.576, 0.0711841, -0.00350616, 0.0855873, 0.0460322, -0.00212293, 0.0601737, 
1.584, 0.0715524, -0.00352488, 0.0860686, 0.0460303, -0.00234004, 0.0601583, 
1.592, 0.0719206, -0.00354534, 0.0865497, 0.0460284, -0.00255719, 0.060143, 
1.6, 0.0722888, -0.00356754, 0.0870307, 0.0460265, -0.00277438, 0.0601276, 
1.608, 0.072657, -0.00353555, 0.0870319, 0.0460244, 0.00399829, 0.000151274, 
1.616, 0.0730252, -0.00350336, 0.0870322, 0.0460242, 0.00402392, 2.83893e-05, 
1.624, 0.0733934, -0.00347116, 0.0870323, 0.0460244, 0.00402494, 2.18255e-05, 
1.632, 0.0737616, -0.00343897, 0.0870325, 0.0460246, 0.00402369, 1.6925e-05, 
1.64, 0.0741298, -0.00340869, 0.0875093, 0.0460252, 0.00378444, 0.0595987, 
1.648, 0.074498, -0.00338001, 0.0879893, 0.0460231, 0.00358504, 0.0600002, 
1.656, 0.0748661, -0.00335295, 0.0884693, 0.0460211, 0.00338274, 0.0600065, 
1.664, 0.0752343, -0.00332754, 0.0889494, 0.0460191, 0.00317698, 0.0600064, 
1.672, 0.0756024, -0.00330379, 0.0894294, 0.0460171, 0.00296863, 0.0600033, 
1.68, 0.0759705, -0.00328172, 0.0899094, 0.046015, 0.00275832, 0.0599977, 
1.688, 0.0763386, -0.00326135, 0.0903893, 0.046013, 0.00254652, 0.0599901, 
1.696, 0.0767067, -0.00324268, 0.0908692, 0.0460109, 0.00233355, 0.0599811, 
1.704, 0.0770748, -0.00320912, 0.0908703, 0.0460086, 0.00419463, 0.000146338, 
1.712, 0.0774429, -0.00317552, 0.0908705, 0.0460086, 0.00420017, 2.49434e-05, 
1.72, 0.0778109, -0.00314193, 0.0908707, 0.0460088, 0.00419933, 1.92336e-05, 
1.728, 0.078179, -0.00310834, 0.0908708, 0.0460089, 0.00419811, 1.48179e-05, 
1.736, 0.0785471, -0.00307678, 0.0913465, 0.0460096, 0.00394472, 0.0594655, 
1.744, 0.0789151, -0.00304691, 0.0918255, 0.0460074, 0.003734, 0.0598674, 
1.752, 0.0792832, -0.00301873, 0.0923045, 0.0460052, 0.00352309, 0.0598759, 
1.76, 0.0796512, -0.00299224, 0.0927835, 0.0460031, 0.00331067, 0.0598777, 
1.768, 0.0800192, -0.00296747, 0.0932625, 0.046001, 0.00309706, 0.059876, 
1.776, 0.0803872, -0.0029444, 0.0937415, 0.0459988, 0.00288256, 0.0598716, 
1.784, 0.0807552, -0.00292307, 0.0942204, 0.0459967, 0.00266738, 0.0598651, 
1.792, 0.0811231, -0.00290345, 0.0946992, 0.0459946, 0.00245168, 0.0598568, 
1.8, 0.0814911, -0.00286849, 0.0947004, 0.0459921, 0.00437025, 0.000145649, 
1.808, 0.081859, -0.00283348, 0.0947006, 0.0459922, 0.00437609, 2.46009e-05, 
1.816, 0.082227, -0.00279848, 0.0947008, 0.0459923, 0.00437533, 1.8961e-05, 
1.824, 0.0825949, -0.00276349, 0.0947009, 0.0459925, 0.00437415, 1.45991e-05, 
1.832, 0.0829628, -0.00273053, 0.0951756, 0.0459932, 0.00412008, 0.0593446, 
1.84, 0.0833308, -0.00269926, 0.0956536, 0.0459909, 0.00390865, 0.0597447, 
1.848, 0.0836987, -0.00266968, 0.0961316, 0.0459887, 0.0036971, 0.0597537, 
1.856, 0.0840666, -0.00264181, 0.0966097, 0.0459864, 0.00348411, 0.0597557, 
1.864, 0.0844344, -0.00261565, 0.0970877, 0.0459842, 0.00326999, 0.0597543, 
1.872, 0.0848023, -0.00259121, 0.0975657, 0.045982, 0.00305504, 0.0597502, 
1.88, 0.0851701, -0.00256849, 0.0980437, 0.0459798, 0.00283946, 0.0597439, 
1.888, 0.085538, -0.0025475, 0.0985215, 0.0459776, 0.0026234, 0.0597358, 
1.896, 0.0859058, -0.00252825, 0.0989994, 0.0459754, 0.00240695, 0.0597263, 
1.904, 0.0862735, -0.00251073, 0.0994771, 0.0459732, 0.00219018, 0.0597158, 
1.912, 0.0866413, -0.00249494, 0.0999547, 0.045971, 0.00197316, 0.0597043, 
1.92, 0.0870091, -0.00248089, 0.100432, 0.0459687, 0.00175593, 0.0596921, 
1.928, 0.0873768, -0.00246859, 0.10091, 0.0459665, 0.00153852, 0.0596794, 
1.936, 0.0877445, -0.00245802, 0.101387, 0.0459643, 0.00132098, 0.0596662, 
1.944, 0.0881122, -0.00244919, 0.101864, 0.045962, 0.00110332, 0.0596527, 
1.952, 0.0884799, -0.00244211, 0.102341, 0.0459598, 0.000885552, 0.0596388, 
1.96, 0.0888475, -0.00243677, 0.102818, 0.0459575, 0.000667702, 0.0596248, 
1.968, 0.0892152, -0.00243317, 0.103295, 0.0459553, 0.000449778, 0.0596106, 
1.976, 0.0895828, -0.00243131, 0.103772, 0.045953, 0.000231791, 0.0595962, 
1.984, 0.0899504, -0.0024312, 0.104249, 0.0459507, 1.37476e-05, 0.0595817, 
1.992, 0.090318, -0.00243284, 0.104725, 0.0459484, -0.000204346, 0.0595672, 
2, 0.0906856, -0.00243622, 0.105202, 0.0459461, -0.000422484, 0.0595526, 
2.008, 0.0910531, -0.00244134, 0.105678, 0.0459438, -0.000640663, 0.0595379, 
2.016, 0.0914207, -0.00244821, 0.106154, 0.0459415, -0.00085888, 0.0595232, 
2.024, 0.0917882, -0.00245681, 0.10658, 0.0459391, -0.00107488, 0.0532375, 
2.032, 0.0921557, -0.00246716, 0.107005, 0.045937, -0.00129312, 0.0531862, 
2.04, 0.0925231, -0.00247778, 0.107431, 0.045935, -0.00132808, 0.0531806, 
2.048, 0.0928906, -0.00248823, 0.107856, 0.045933, -0.00130605, 0.0531712, 
2.056, 0.0932581, -0.00250064, 0.108332, 0.0459309, -0.00155126, 0.0594169, 
2.064, 0.0936255, -0.0025148, 0.108807, 0.0459284, -0.00177009, 0.0594422, 
2.072, 0.0939929, -0.00253064, 0.109283, 0.045926, -0.0019795, 0.0594276, 
2.08, 0.0943603, -0.00254631, 0.109758, 0.0459236, -0.001959, 0.0594194, 
2.088, 0.0947277, -0.00251828, 0.109861, 0.0459219, 0.00350336, 0.0128905, 
2.096, 0.095095, -0.00248852, 0.109961, 0.0459228, 0.0037198, 0.0124378, 
2.104, 0.0954624, -0.00245861, 0.11006, 0.0459204, 0.00373957, 0.0124219, 
2.112, 0.0958298, -0.00242866, 0.110159, 0.0459198, 0.00374309, 0.0124249, 
2.12, 0.0961971, -0.00240062, 0.110632, 0.0459195, 0.00350494, 0.0590906, 
2.128, 0.0965644, -0.00237421, 0.111107, 0.045917, 0.0033019, 0.0593751, 
2.136, 0.0969318, -0.00234944, 0.111582, 0.0459146, 0.00309633, 0.0593608, 
2.144, 0.0972991, -0.00232634, 0.112057, 0.0459121, 0.00288765, 0.0593448, 
2.152, 0.0976663, -0.00230492, 0.112531, 0.0459096, 0.00267668, 0.059329, 
2.16, 0.0980336, -0.00228521, 0.113006, 0.0459071, 0.00246404, 0.0593134, 
2.168, 0.0984008, -0.00226721, 0.11348, 0.0459046, 0.00225012, 0.059298, 
2.176, 0.098768, -0.00225093, 0.113955, 0.0459021, 0.00203522, 0.0592828, 
2.184, 0.0991352, -0.00223633, 0.114323, 0.0458995, 0.00182429, 0.0460396, 
2.192, 0.0995024, -0.00222347, 0.11469, 0.0458976, 0.00160809, 0.0459476, 
2.2, 0.0998696, -0.00221234, 0.115058, 0.0458957, 0.00139143, 0.0459397, 
2.208, 0.100237, -0.00220294, 0.115425, 0.0458938, 0.00117439, 0.0459321, 
2.216, 0.100604, -0.00219532, 0.115899, 0.0458919, 0.000952265, 0.0591422, 
2.224, 0.100971, -0.00218945, 0.116372, 0.0458893, 0.000734508, 0.0592109, 
2.232, 0.101338, -0.00218532, 0.116846, 0.0458867, 0.000516478, 0.0591956, 
2.24, 0.101705, -0.00218293, 0.117319, 0.0458842, 0.000298249, 0.05918, 
2.248, 0.102072, -0.00218229, 0.117793, 0.0458816, 7.9867e-05, 0.0591645, 
2.256, 0.102439, -0.0021834, 0.118266, 0.045879, -0.000138641, 0.0591492, 
2.264, 0.102806, -0.00218626, 0.118739, 0.0458764, -0.000357253, 0.0591341, 
2.272, 0.103173, -0.00219087, 0.119212, 0.0458738, -0.000575952, 0.059119, 
2.28, 0.10354, -0.00219211, 0.119601, 0.0458713, -0.000155997, 0.0486666, 
2.288, 0.103907, -0.002193, 0.11999, 0.0458693, -0.000111332, 0.0485801, 
2.296, 0.104274, -0.00219371, 0.120378, 0.045867, -8.81477e-05, 0.048569, 
2.304, 0.104641, -0.00219424, 0.120767, 0.0458649, -6.63382e-05, 0.0485595, 
2.312, 0.105008, -0.00217449, 0.120981, 0.0458631, 0.00246896, 0.0267475, 
2.32, 0.105375, -0.00215386, 0.121193, 0.0458625, 0.0025784, 0.0265356, 
2.328, 0.105742, -0.0021331, 0.121405, 0.0458605, 0.0025958, 0.0265264, 
2.336, 0.106109, -0.00211225, 0.121617, 0.0458593, 0.00260575, 0.0265257, 
2.344, 0.106475, -0.00209334, 0.122088, 0.0458582, 0.00236371, 0.0588308, 
