time, sensor_id, node_x, node_y, T_in, T_out, signal_strength,
35.872, 0, 1.79621, -0.115357, 15.1811, 8.84344, 1.84286, 
36, 0, 1.79621, -0.115357, 15.4228, 8.33671, 1.85043, 
36.128, 0, 1.79621, -0.115357, 15.2763, 8.86508, 1.85783, 
36.256, 0, 1.79621, -0.115357, 15.1817, 8.22154, 1.86504, 
36.384, 0, 1.79621, -0.115357, 15.307, 8.27074, 1.87207, 
36.512, 0, 1.79621, -0.115357, 15.6128, 9.11476, 1.8789, 
36.64, 0, 1.79621, -0.115357, 15.1967, 8.53386, 1.88553, 
36.768, 0, 1.79621, -0.115357, 15.1643, 9.1923, 1.89196, 
36.896, 0, 1.79621, -0.115357, 15.2445, 9.06873, 1.89818, 
37.024, 0, 1.79621, -0.115357, 15.516, 9.05429, 1.90418, 
37.152, 0, 1.79621, -0.115357, 15.2475, 8.28885, 1.90997, 
37.28, 0, 1.79621, -0.115357, 15.4702, 8.52982, 1.91554, 
37.408, 0, 1.79621, -0.115357, 15.4006, 8.30059, 1.92089, 
37.536, 0, 1.79621, -0.115357, 15.4127, 8.47225, 1.926, 
37.664, 0, 1.79621, -0.115357, 15.4871, 8.55396, 1.93088, 
37.792, 0, 1.79621, -0.115357, 15.3487, 8.11745, 1.93553, 
37.92, 0, 1.79621, -0.115357, 15.4774, 8.49248, 1.93993, 
38.048, 0, 1.79621, -0.115357, 15.381, 9.1329, 1.94409, 
38.176, 0, 1.79621, -0.115357, 15.257, 8.57243, 1.948, 
38.304, 0, 1.79621, -0.115357, 15.2235, 8.65995, 1.95166, 
38.432, 0, 1.79621, -0.115357, 15.4352, 8.62656, 1.95506, 
38.56, 0, 1.79621, -0.115357, 15.336, 8.22974, 1.95821, 
