time, est_x, est_y, est_theta, sigma_x, sigma_y,sigma_theta,
10.272, 0.469113, -0.0234701, -0.266286, 0.802661, 0.817161, 0.200625, 
10.304, 0.470539, -0.0238602, -0.267742, 0.805166, 0.819795, 0.20125, 
10.336, 0.471965, -0.0242517, -0.268398, 0.80767, 0.82243, 0.201875, 
10.368, 0.473391, -0.0246427, -0.266896, 0.810174, 0.825065, 0.2025, 
10.4, 0.474817, -0.0250331, -0.267602, 0.812679, 0.827702, 0.203125, 
10.432, 0.476242, -0.025425, -0.268886, 0.815183, 0.830339, 0.20375, 
10.464, 0.477667, -0.025818, -0.269344, 0.817688, 0.832977, 0.204375, 
10.496, 0.479092, -0.0262123, -0.270583, 0.820192, 0.835616, 0.205, 
10.528, 0.480517, -0.026608, -0.271283, 0.822697, 0.838256, 0.205625, 
10.56, 0.48194, -0.0270064, -0.274411, 0.825202, 0.840896, 0.20625, 
10.592, 0.483363, -0.0274077, -0.27545, 0.827707, 0.843537, 0.206875, 
10.624, 0.484785, -0.0278129, -0.279752, 0.830212, 0.846179, 0.2075, 
10.656, 0.486206, -0.0282217, -0.280592, 0.832717, 0.848822, 0.208125, 
10.688, 0.487626, -0.0286321, -0.281984, 0.835222, 0.851465, 0.20875, 
10.72, 0.489046, -0.0290452, -0.284393, 0.837728, 0.854109, 0.209375, 
10.752, 0.490464, -0.0294609, -0.285674, 0.840233, 0.856754, 0.21, 
10.784, 0.491883, -0.029877, -0.284949, 0.842739, 0.8594, 0.210625, 
10.816, 0.493302, -0.0302933, -0.285993, 0.845244, 0.862047, 0.21125, 
10.848, 0.49472, -0.0307108, -0.286617, 0.84775, 0.864694, 0.211875, 
10.88, 0.496137, -0.0311304, -0.288926, 0.850256, 0.867342, 0.2125, 
10.912, 0.497554, -0.0315529, -0.290693, 0.852761, 0.869991, 0.213125, 
10.944, 0.49897, -0.0319767, -0.290714, 0.855267, 0.872641, 0.21375, 
10.976, 0.500387, -0.0324012, -0.29176, 0.857774, 0.875292, 0.214375, 
11.008, 0.501802, -0.0328267, -0.292131, 0.86028, 0.877943, 0.215, 
11.04, 0.503218, -0.0332526, -0.292333, 0.862786, 0.880596, 0.215625, 
11.072, 0.504634, -0.0336783, -0.291861, 0.865292, 0.883249, 0.21625, 
11.104, 0.506049, -0.0341048, -0.293423, 0.867799, 0.885903, 0.216875, 
11.136, 0.507464, -0.0345334, -0.294863, 0.870305, 0.888558, 0.2175, 
11.168, 0.508879, -0.0349641, -0.29629, 0.872812, 0.891213, 0.218125, 
11.2, 0.510292, -0.0353967, -0.297713, 0.875319, 0.89387, 0.21875, 
11.232, 0.511705, -0.0358313, -0.299, 0.877826, 0.896527, 0.219375, 
11.264, 0.513118, -0.0362676, -0.300182, 0.880333, 0.899185, 0.22, 
11.296, 0.51453, -0.0367055, -0.301216, 0.88284, 0.901844, 0.220625, 
11.328, 0.515942, -0.0371453, -0.302838, 0.885347, 0.904503, 0.22125, 
11.36, 0.517352, -0.0375875, -0.304685, 0.887854, 0.907164, 0.221875, 
11.392, 0.518762, -0.0380322, -0.306346, 0.890362, 0.909825, 0.2225, 
11.424, 0.520172, -0.0384777, -0.305862, 0.892869, 0.912487, 0.223125, 
11.456, 0.521582, -0.0389232, -0.306376, 0.895377, 0.91515, 0.22375, 
11.488, 0.522991, -0.0393682, -0.305081, 0.897885, 0.917814, 0.224375, 
11.52, 0.524401, -0.0398135, -0.306857, 0.900392, 0.920479, 0.225, 
11.552, 0.525811, -0.0402597, -0.3064, 0.9029, 0.923145, 0.225625, 
11.584, 0.52722, -0.0407075, -0.308934, 0.905408, 0.925811, 0.22625, 
11.616, 0.528627, -0.0411592, -0.312067, 0.907917, 0.928478, 0.226875, 
11.648, 0.530034, -0.0416137, -0.312942, 0.910425, 0.931146, 0.2275, 
11.68, 0.53144, -0.0420705, -0.315352, 0.912933, 0.933815, 0.228125, 
11.712, 0.532845, -0.0425296, -0.316162, 0.915442, 0.936485, 0.22875, 
11.744, 0.53425, -0.0429921, -0.320205, 0.917951, 0.939155, 0.229375, 
11.776, 0.535652, -0.0434587, -0.321933, 0.92046, 0.941826, 0.23, 
11.808, 0.537056, -0.0439245, -0.319153, 0.922969, 0.944498, 0.230625, 
11.84, 0.538459, -0.0443894, -0.3207, 0.925478, 0.947171, 0.23125, 
11.872, 0.539861, -0.0448571, -0.323029, 0.927987, 0.949845, 0.231875, 
11.904, 0.541263, -0.045327, -0.323864, 0.930497, 0.95252, 0.2325, 
11.936, 0.542665, -0.0457979, -0.324513, 0.933006, 0.955195, 0.233125, 
11.968, 0.544066, -0.04627, -0.325532, 0.935516, 0.957872, 0.23375, 
12, 0.545466, -0.0467426, -0.325252, 0.938026, 0.960549, 0.234375, 
12.032, 0.546867, -0.0472156, -0.325965, 0.940536, 0.963227, 0.235, 
12.064, 0.548267, -0.0476909, -0.328772, 0.943046, 0.965906, 0.235625, 
12.096, 0.549666, -0.04817, -0.331169, 0.945556, 0.968586, 0.23625, 
12.128, 0.551063, -0.0486516, -0.332459, 0.948067, 0.971266, 0.236875, 
12.16, 0.55246, -0.049135, -0.333729, 0.950577, 0.973948, 0.2375, 
12.192, 0.553857, -0.0496204, -0.335401, 0.953088, 0.97663, 0.238125, 
12.224, 0.555253, -0.0501059, -0.333785, 0.955599, 0.979313, 0.23875, 
12.256, 0.55665, -0.0505916, -0.335772, 0.95811, 0.981997, 0.239375, 
12.288, 0.558045, -0.0510806, -0.338473, 0.960621, 0.984682, 0.24, 
12.32, 0.559439, -0.0515731, -0.340706, 0.963132, 0.987368, 0.240625, 
12.352, 0.560832, -0.0520682, -0.342274, 0.965644, 0.990054, 0.24125, 
12.384, 0.562224, -0.0525652, -0.343474, 0.968155, 0.992742, 0.241875, 
12.416, 0.563616, -0.0530639, -0.344676, 0.970667, 0.99543, 0.2425, 
12.448, 0.565007, -0.0535645, -0.346123, 0.973179, 0.998119, 0.243125, 
12.48, 0.566397, -0.0540684, -0.349558, 0.975691, 1.00081, 0.24375, 
12.512, 0.567785, -0.0545759, -0.351174, 0.978204, 1.0035, 0.244375, 
12.544, 0.569173, -0.0550853, -0.352399, 0.980716, 1.00619, 0.245, 
12.576, 0.570561, -0.0555966, -0.353828, 0.983229, 1.00888, 0.245625, 
12.608, 0.571947, -0.0561103, -0.35595, 0.985742, 1.01158, 0.24625, 
12.64, 0.573332, -0.0566263, -0.357102, 0.988255, 1.01427, 0.246875, 
12.672, 0.574717, -0.0571441, -0.358583, 0.990769, 1.01696, 0.2475, 
12.704, 0.576101, -0.0576635, -0.359457, 0.993282, 1.01966, 0.248125, 
12.736, 0.577485, -0.0581843, -0.360435, 0.995796, 1.02236, 0.24875, 
12.768, 0.578868, -0.0587059, -0.360836, 0.99831, 1.02505, 0.249375, 
12.8, 0.580251, -0.0592279, -0.360852, 1.00082, 1.02775, 0.25, 
12.832, 0.581634, -0.0597514, -0.362981, 1.00334, 1.03045, 0.250625, 
12.864, 0.583016, -0.0602774, -0.364657, 1.00585, 1.03315, 0.25125, 
12.896, 0.584396, -0.0608054, -0.365664, 1.00837, 1.03585, 0.251875, 
12.928, 0.585777, -0.0613355, -0.367794, 1.01088, 1.03855, 0.2525, 
12.96, 0.587156, -0.0618671, -0.367813, 1.0134, 1.04126, 0.253125, 
12.992, 0.588536, -0.062398, -0.366829, 1.01591, 1.04396, 0.25375, 
13.024, 0.589916, -0.0629292, -0.368234, 1.01843, 1.04666, 0.254375, 
13.056, 0.591295, -0.063462, -0.369193, 1.02094, 1.04937, 0.255, 
13.088, 0.592673, -0.0639951, -0.368577, 1.02346, 1.05208, 0.255625, 
13.12, 0.594052, -0.064528, -0.368963, 1.02597, 1.05478, 0.25625, 
13.152, 0.595431, -0.0650612, -0.368912, 1.02849, 1.05749, 0.256875, 
13.184, 0.59681, -0.0655957, -0.370905, 1.03101, 1.0602, 0.2575, 
13.216, 0.598188, -0.0661315, -0.370922, 1.03352, 1.06291, 0.258125, 
13.248, 0.599565, -0.0666682, -0.37202, 1.03604, 1.06562, 0.25875, 
13.28, 0.600942, -0.0672057, -0.372208, 1.03855, 1.06833, 0.259375, 
13.312, 0.60232, -0.0677429, -0.371545, 1.04107, 1.07105, 0.26, 
13.344, 0.603697, -0.0682803, -0.372552, 1.04359, 1.07376, 0.260625, 
13.376, 0.605074, -0.0688177, -0.371491, 1.0461, 1.07647, 0.26125, 
13.408, 0.606452, -0.0693545, -0.371609, 1.04862, 1.07919, 0.261875, 
13.44, 0.60783, -0.0698905, -0.370508, 1.05114, 1.08191, 0.2625, 
13.472, 0.609208, -0.0704257, -0.370328, 1.05366, 1.08463, 0.263125, 
13.504, 0.610586, -0.0709609, -0.370486, 1.05617, 1.08734, 0.26375, 
13.536, 0.611964, -0.0714963, -0.37065, 1.05869, 1.09006, 0.264375, 
13.568, 0.613342, -0.0720322, -0.371169, 1.06121, 1.09279, 0.265, 
13.6, 0.61472, -0.0725676, -0.370059, 1.06373, 1.09551, 0.265625, 
13.632, 0.616098, -0.0731015, -0.368923, 1.06625, 1.09823, 0.26625, 
13.664, 0.617477, -0.0736353, -0.369909, 1.06876, 1.10095, 0.266875, 
13.696, 0.618855, -0.0741699, -0.369983, 1.07128, 1.10368, 0.2675, 
13.728, 0.620234, -0.0747042, -0.369554, 1.0738, 1.10641, 0.268125, 
13.76, 0.621612, -0.0752383, -0.369772, 1.07632, 1.10913, 0.26875, 
13.792, 0.622991, -0.0757727, -0.36985, 1.07884, 1.11186, 0.269375, 
13.824, 0.624369, -0.0763073, -0.370177, 1.08136, 1.11459, 0.27, 
13.856, 0.625747, -0.0768426, -0.370811, 1.08388, 1.11732, 0.270625, 
13.888, 0.627125, -0.0773785, -0.371007, 1.0864, 1.12005, 0.27125, 
13.92, 0.628503, -0.0779149, -0.371641, 1.08892, 1.12278, 0.271875, 
13.952, 0.629881, -0.0784512, -0.370833, 1.09144, 1.12552, 0.2725, 
13.984, 0.631258, -0.0789877, -0.371959, 1.09396, 1.12825, 0.273125, 
14.016, 0.632635, -0.0795251, -0.372018, 1.09648, 1.13099, 0.27375, 
14.048, 0.634013, -0.0800622, -0.371659, 1.099, 1.13372, 0.274375, 
14.08, 0.63539, -0.080599, -0.371474, 1.10152, 1.13646, 0.275, 
14.112, 0.636768, -0.0811352, -0.370749, 1.10404, 1.1392, 0.275625, 
14.144, 0.638146, -0.0816705, -0.370257, 1.10656, 1.14194, 0.27625, 
14.176, 0.639525, -0.0822049, -0.369423, 1.10908, 1.14468, 0.276875, 
14.208, 0.640903, -0.0827383, -0.368812, 1.1116, 1.14742, 0.2775, 
14.24, 0.642282, -0.0832712, -0.368699, 1.11412, 1.15016, 0.278125, 
14.272, 0.643661, -0.0838042, -0.369016, 1.11664, 1.15291, 0.27875, 
14.304, 0.64504, -0.0843372, -0.368643, 1.11916, 1.15565, 0.279375, 
14.336, 0.64642, -0.0848699, -0.368611, 1.12168, 1.1584, 0.28, 
14.368, 0.647798, -0.085403, -0.36916, 1.12421, 1.16114, 0.280625, 
14.4, 0.649177, -0.085936, -0.368477, 1.12673, 1.16389, 0.28125, 
14.432, 0.650557, -0.0864682, -0.36811, 1.12925, 1.16664, 0.281875, 
14.464, 0.651936, -0.0869997, -0.367309, 1.13177, 1.16939, 0.2825, 
14.496, 0.653316, -0.0875309, -0.367829, 1.13429, 1.17214, 0.283125, 
14.528, 0.654695, -0.0880629, -0.368291, 1.13682, 1.1749, 0.28375, 
14.56, 0.656075, -0.0885949, -0.367926, 1.13934, 1.17765, 0.284375, 
14.592, 0.657454, -0.0891273, -0.368843, 1.14186, 1.1804, 0.285, 
14.624, 0.658833, -0.0896599, -0.368294, 1.14438, 1.18316, 0.285625, 
14.656, 0.660212, -0.0901922, -0.368313, 1.14691, 1.18592, 0.28625, 
14.688, 0.661592, -0.0907238, -0.367351, 1.14943, 1.18867, 0.286875, 
14.72, 0.662971, -0.0912552, -0.367998, 1.15195, 1.19143, 0.2875, 
14.752, 0.664351, -0.0917859, -0.366355, 1.15448, 1.19419, 0.288125, 
14.784, 0.665731, -0.0923157, -0.366563, 1.157, 1.19695, 0.28875, 
14.816, 0.667112, -0.0928453, -0.366181, 1.15952, 1.19972, 0.289375, 
14.848, 0.668492, -0.0933741, -0.365515, 1.16205, 1.20248, 0.29, 
14.88, 0.669873, -0.0939028, -0.365804, 1.16457, 1.20524, 0.290625, 
14.912, 0.671254, -0.0944313, -0.365377, 1.1671, 1.20801, 0.29125, 
14.944, 0.672634, -0.0949605, -0.366721, 1.16962, 1.21078, 0.291875, 
14.976, 0.674014, -0.0954911, -0.367547, 1.17215, 1.21354, 0.2925, 
15.008, 0.675394, -0.0960221, -0.367202, 1.17467, 1.21631, 0.293125, 
15.04, 0.676774, -0.0965529, -0.367301, 1.1772, 1.21908, 0.29375, 
15.072, 0.678153, -0.0970841, -0.367679, 1.17972, 1.22185, 0.294375, 
15.104, 0.679532, -0.0976167, -0.369362, 1.18225, 1.22463, 0.295, 
15.136, 0.680911, -0.0981519, -0.371579, 1.18477, 1.2274, 0.295625, 
15.168, 0.682288, -0.0986885, -0.371281, 1.1873, 1.23017, 0.29625, 
15.2, 0.683666, -0.0992249, -0.371292, 1.18982, 1.23295, 0.296875, 
15.232, 0.685044, -0.0997611, -0.370971, 1.19235, 1.23573, 0.2975, 
15.264, 0.686421, -0.100297, -0.37062, 1.19488, 1.2385, 0.298125, 
15.296, 0.687799, -0.100832, -0.370941, 1.1974, 1.24128, 0.29875, 
15.328, 0.689177, -0.101369, -0.371483, 1.19993, 1.24406, 0.299375, 
15.36, 0.690555, -0.101905, -0.37111, 1.20246, 1.24684, 0.3, 
15.392, 0.691932, -0.102441, -0.371033, 1.20498, 1.24962, 0.300625, 
15.424, 0.69331, -0.102978, -0.371527, 1.20751, 1.25241, 0.30125, 
15.456, 0.694688, -0.103514, -0.370737, 1.21004, 1.25519, 0.301875, 
15.488, 0.696066, -0.10405, -0.371062, 1.21257, 1.25798, 0.3025, 
15.52, 0.697444, -0.104586, -0.371049, 1.21509, 1.26076, 0.303125, 
15.552, 0.698822, -0.105121, -0.369961, 1.21762, 1.26355, 0.30375, 
15.584, 0.7002, -0.105656, -0.369927, 1.22015, 1.26634, 0.304375, 
15.616, 0.701578, -0.10619, -0.369988, 1.22268, 1.26913, 0.305, 
15.648, 0.702957, -0.106725, -0.370256, 1.22521, 1.27192, 0.305625, 
15.68, 0.704335, -0.107259, -0.369315, 1.22773, 1.27471, 0.30625, 
15.712, 0.705714, -0.107793, -0.370166, 1.23026, 1.27751, 0.306875, 
15.744, 0.707092, -0.108328, -0.369647, 1.23279, 1.2803, 0.3075, 
15.776, 0.70847, -0.108863, -0.370897, 1.23532, 1.2831, 0.308125, 
15.808, 0.709848, -0.1094, -0.372123, 1.23785, 1.2859, 0.30875, 
15.84, 0.711225, -0.109938, -0.3731, 1.24038, 1.28869, 0.309375, 
15.872, 0.712602, -0.110477, -0.372823, 1.24291, 1.29149, 0.31, 
15.904, 0.713978, -0.111015, -0.3726, 1.24544, 1.29429, 0.310625, 
15.936, 0.715355, -0.111553, -0.372924, 1.24797, 1.2971, 0.31125, 
15.968, 0.716732, -0.112092, -0.372799, 1.2505, 1.2999, 0.311875, 
16, 0.718109, -0.11263, -0.373082, 1.25303, 1.3027, 0.3125, 
16.032, 0.719485, -0.11317, -0.374541, 1.25556, 1.30551, 0.313125, 
16.064, 0.720861, -0.113711, -0.374237, 1.25809, 1.30831, 0.31375, 
16.096, 0.722237, -0.114251, -0.37373, 1.26062, 1.31112, 0.314375, 
16.128, 0.723614, -0.114791, -0.374122, 1.26316, 1.31393, 0.315, 
16.16, 0.72499, -0.115331, -0.373775, 1.26569, 1.31674, 0.315625, 
16.192, 0.726366, -0.115872, -0.375247, 1.26822, 1.31955, 0.31625, 
16.224, 0.727741, -0.116414, -0.375341, 1.27075, 1.32236, 0.316875, 
16.256, 0.729117, -0.116956, -0.375071, 1.27328, 1.32517, 0.3175, 
16.288, 0.730493, -0.117497, -0.375012, 1.27582, 1.32799, 0.318125, 
16.32, 0.731868, -0.118039, -0.375482, 1.27835, 1.3308, 0.31875, 
16.352, 0.733243, -0.118582, -0.376408, 1.28088, 1.33362, 0.319375, 
16.384, 0.734618, -0.119126, -0.377638, 1.28341, 1.33644, 0.32, 
16.416, 0.735992, -0.119672, -0.378723, 1.28595, 1.33926, 0.320625, 
16.448, 0.737365, -0.120219, -0.37928, 1.28848, 1.34208, 0.32125, 
16.48, 0.738739, -0.120766, -0.378934, 1.29102, 1.3449, 0.321875, 
16.512, 0.740112, -0.121314, -0.380648, 1.29355, 1.34772, 0.3225, 
16.544, 0.741484, -0.121864, -0.380658, 1.29608, 1.35054, 0.323125, 
16.576, 0.742857, -0.122414, -0.381836, 1.29862, 1.35337, 0.32375, 
16.608, 0.744228, -0.122965, -0.382379, 1.30115, 1.35619, 0.324375, 
16.64, 0.7456, -0.123516, -0.381971, 1.30369, 1.35902, 0.325, 
16.672, 0.746972, -0.124068, -0.382855, 1.30622, 1.36185, 0.325625, 
16.704, 0.748343, -0.12462, -0.383111, 1.30876, 1.36468, 0.32625, 
16.736, 0.749714, -0.125173, -0.382545, 1.3113, 1.36751, 0.326875, 
16.768, 0.751086, -0.125725, -0.382619, 1.31383, 1.37034, 0.3275, 
16.8, 0.752458, -0.126276, -0.381533, 1.31637, 1.37317, 0.328125, 
16.832, 0.75383, -0.126826, -0.381818, 1.3189, 1.37601, 0.32875, 
16.864, 0.755202, -0.127377, -0.381759, 1.32144, 1.37884, 0.329375, 
16.896, 0.756574, -0.127928, -0.381534, 1.32398, 1.38168, 0.33, 
16.928, 0.757946, -0.128477, -0.379931, 1.32651, 1.38452, 0.330625, 
16.96, 0.759319, -0.129026, -0.380251, 1.32905, 1.38736, 0.33125, 
16.992, 0.760692, -0.129575, -0.380583, 1.33159, 1.3902, 0.331875, 
17.024, 0.762064, -0.130124, -0.380577, 1.33412, 1.39304, 0.3325, 
17.056, 0.763437, -0.130673, -0.381321, 1.33666, 1.39588, 0.333125, 
17.088, 0.764808, -0.131225, -0.383205, 1.3392, 1.39873, 0.33375, 
17.12, 0.76618, -0.131778, -0.383083, 1.34174, 1.40157, 0.334375, 
17.152, 0.767551, -0.13233, -0.382957, 1.34428, 1.40442, 0.335, 
17.184, 0.768922, -0.132883, -0.383055, 1.34682, 1.40727, 0.335625, 
17.216, 0.770293, -0.133435, -0.383315, 1.34935, 1.41011, 0.33625, 
17.248, 0.771664, -0.133989, -0.385045, 1.35189, 1.41296, 0.336875, 
17.28, 0.773035, -0.134544, -0.383664, 1.35443, 1.41582, 0.3375, 
17.312, 0.774406, -0.135096, -0.382477, 1.35697, 1.41867, 0.338125, 
17.344, 0.775778, -0.135648, -0.38153, 1.35951, 1.42152, 0.33875, 
17.376, 0.777149, -0.136199, -0.382896, 1.36205, 1.42438, 0.339375, 
17.408, 0.778521, -0.136751, -0.382654, 1.36459, 1.42724, 0.34, 
17.44, 0.779892, -0.137304, -0.383212, 1.36713, 1.43009, 0.340625, 
17.472, 0.781264, -0.137856, -0.382436, 1.36967, 1.43295, 0.34125, 
17.504, 0.782635, -0.138407, -0.382195, 1.37221, 1.43581, 0.341875, 
17.536, 0.784007, -0.138958, -0.381924, 1.37475, 1.43867, 0.3425, 
17.568, 0.785379, -0.13951, -0.383039, 1.37729, 1.44154, 0.343125, 
17.6, 0.78675, -0.140064, -0.384142, 1.37984, 1.4444, 0.34375, 
17.632, 0.78812, -0.140618, -0.385425, 1.38238, 1.44727, 0.344375, 
17.664, 0.78949, -0.141174, -0.385129, 1.38492, 1.45013, 0.345, 
17.696, 0.79086, -0.141729, -0.384537, 1.38746, 1.453, 0.345625, 
17.728, 0.792231, -0.142283, -0.383219, 1.39, 1.45587, 0.34625, 
17.76, 0.793602, -0.142836, -0.38369, 1.39255, 1.45874, 0.346875, 
17.792, 0.794973, -0.143389, -0.382913, 1.39509, 1.46161, 0.3475, 
17.824, 0.796344, -0.143941, -0.38298, 1.39763, 1.46449, 0.348125, 
17.856, 0.797716, -0.144494, -0.383394, 1.40017, 1.46736, 0.34875, 
17.888, 0.799086, -0.145048, -0.384274, 1.40272, 1.47024, 0.349375, 
17.92, 0.800457, -0.145602, -0.385016, 1.40526, 1.47312, 0.35, 
17.952, 0.801827, -0.146157, -0.384811, 1.4078, 1.47599, 0.350625, 
17.984, 0.803197, -0.146713, -0.385227, 1.41035, 1.47887, 0.35125, 
18.016, 0.804567, -0.147268, -0.385157, 1.41289, 1.48175, 0.351875, 
18.048, 0.805937, -0.147824, -0.385923, 1.41544, 1.48464, 0.3525, 
18.08, 0.807307, -0.14838, -0.384826, 1.41798, 1.48752, 0.353125, 
18.112, 0.808677, -0.148935, -0.384919, 1.42053, 1.49041, 0.35375, 
18.144, 0.810048, -0.14949, -0.384785, 1.42307, 1.49329, 0.354375, 
18.176, 0.811418, -0.150045, -0.385508, 1.42562, 1.49618, 0.355, 
18.208, 0.812787, -0.150602, -0.385944, 1.42816, 1.49907, 0.355625, 
18.24, 0.814157, -0.151159, -0.386642, 1.43071, 1.50196, 0.35625, 
18.272, 0.815526, -0.151716, -0.386358, 1.43326, 1.50485, 0.356875, 
18.304, 0.816896, -0.152272, -0.385634, 1.4358, 1.50774, 0.3575, 
18.336, 0.818266, -0.152829, -0.386006, 1.43835, 1.51064, 0.358125, 
18.368, 0.819635, -0.153385, -0.385694, 1.4409, 1.51353, 0.35875, 
18.4, 0.821005, -0.153941, -0.385237, 1.44344, 1.51643, 0.359375, 
18.432, 0.822375, -0.154497, -0.385207, 1.44599, 1.51933, 0.36, 
18.464, 0.823745, -0.155052, -0.385113, 1.44854, 1.52223, 0.360625, 
18.496, 0.825116, -0.155607, -0.384922, 1.45108, 1.52513, 0.36125, 
18.528, 0.826486, -0.156162, -0.384989, 1.45363, 1.52803, 0.361875, 
18.56, 0.827856, -0.156718, -0.38603, 1.45618, 1.53093, 0.3625, 
18.592, 0.829226, -0.157274, -0.384604, 1.45873, 1.53384, 0.363125, 
18.624, 0.830596, -0.157829, -0.384899, 1.46128, 1.53675, 0.36375, 
18.656, 0.831966, -0.158383, -0.383917, 1.46383, 1.53965, 0.364375, 
18.688, 0.833337, -0.158937, -0.384258, 1.46637, 1.54256, 0.365, 
18.72, 0.834708, -0.159491, -0.384177, 1.46892, 1.54547, 0.365625, 
18.752, 0.836079, -0.160045, -0.383221, 1.47147, 1.54839, 0.36625, 
18.784, 0.837449, -0.1606, -0.386006, 1.47402, 1.5513, 0.366875, 
18.816, 0.838819, -0.161156, -0.385039, 1.47657, 1.55421, 0.3675, 
18.848, 0.840189, -0.16171, -0.384426, 1.47912, 1.55713, 0.368125, 
18.88, 0.84156, -0.162265, -0.384047, 1.48167, 1.56005, 0.36875, 
18.912, 0.842931, -0.162818, -0.382931, 1.48422, 1.56297, 0.369375, 
18.944, 0.844302, -0.16337, -0.382698, 1.48677, 1.56589, 0.37, 
18.976, 0.845674, -0.163922, -0.382903, 1.48932, 1.56881, 0.370625, 
19.008, 0.847046, -0.164473, -0.381121, 1.49187, 1.57173, 0.37125, 
19.04, 0.848418, -0.165022, -0.379348, 1.49442, 1.57466, 0.371875, 
19.072, 0.849792, -0.165569, -0.378704, 1.49698, 1.57758, 0.3725, 
19.104, 0.851165, -0.166116, -0.379185, 1.49953, 1.58051, 0.373125, 
19.136, 0.852539, -0.166662, -0.377843, 1.50208, 1.58344, 0.37375, 
19.168, 0.853913, -0.167208, -0.377852, 1.50463, 1.58637, 0.374375, 
19.2, 0.855287, -0.167753, -0.377729, 1.50718, 1.58931, 0.375, 
19.232, 0.856662, -0.168298, -0.377544, 1.50973, 1.59224, 0.375625, 
19.264, 0.858036, -0.168842, -0.375729, 1.51228, 1.59518, 0.37625, 
19.296, 0.859412, -0.169385, -0.376077, 1.51484, 1.59811, 0.376875, 
19.328, 0.860786, -0.169928, -0.376835, 1.51739, 1.60105, 0.3775, 
19.36, 0.862161, -0.170472, -0.3767, 1.51994, 1.60399, 0.378125, 
19.392, 0.863536, -0.171016, -0.377517, 1.52249, 1.60693, 0.37875, 
19.424, 0.86491, -0.171561, -0.376702, 1.52505, 1.60988, 0.379375, 
19.456, 0.866285, -0.172105, -0.377182, 1.5276, 1.61282, 0.38, 
19.488, 0.867659, -0.17265, -0.378242, 1.53015, 1.61577, 0.380625, 
19.52, 0.869033, -0.173196, -0.378346, 1.53271, 1.61871, 0.38125, 
19.552, 0.870407, -0.173742, -0.37786, 1.53526, 1.62166, 0.381875, 
19.584, 0.871781, -0.174288, -0.378232, 1.53782, 1.62461, 0.3825, 
19.616, 0.873155, -0.174833, -0.377929, 1.54037, 1.62756, 0.383125, 
19.648, 0.874529, -0.175379, -0.377316, 1.54293, 1.63051, 0.38375, 
19.68, 0.875903, -0.175924, -0.378416, 1.54548, 1.63347, 0.384375, 
19.712, 0.877277, -0.17647, -0.377898, 1.54804, 1.63642, 0.385, 
19.744, 0.878651, -0.177016, -0.378548, 1.55059, 1.63938, 0.385625, 
19.776, 0.880025, -0.177562, -0.378313, 1.55315, 1.64234, 0.38625, 
19.808, 0.881399, -0.178108, -0.378184, 1.5557, 1.6453, 0.386875, 
19.84, 0.882773, -0.178654, -0.377719, 1.55826, 1.64826, 0.3875, 
19.872, 0.884147, -0.179198, -0.377058, 1.56082, 1.65122, 0.388125, 
19.904, 0.885522, -0.179743, -0.377415, 1.56337, 1.65419, 0.38875, 
19.936, 0.886668, -0.180195, -0.373714, 1.56592, 1.65708, 0.389375, 
19.968, 0.887816, -0.180642, -0.368764, 1.56847, 1.65997, 0.39, 
20, 0.888966, -0.181083, -0.364363, 1.57101, 1.66286, 0.390625, 
20.032, 0.890347, -0.181611, -0.365768, 1.57357, 1.66583, 0.39125, 
20.064, 0.891728, -0.18214, -0.365516, 1.57612, 1.6688, 0.391875, 
20.096, 0.893108, -0.182668, -0.366068, 1.57868, 1.67178, 0.3925, 
20.128, 0.894489, -0.183198, -0.365943, 1.58124, 1.67475, 0.393125, 
20.16, 0.895869, -0.183727, -0.366386, 1.58379, 1.67773, 0.39375, 
20.192, 0.897249, -0.184256, -0.366065, 1.58635, 1.68071, 0.394375, 
20.224, 0.89863, -0.184785, -0.365444, 1.58891, 1.68369, 0.395, 
20.256, 0.900011, -0.185313, -0.365165, 1.59146, 1.68667, 0.395625, 
20.288, 0.901163, -0.185751, -0.360591, 1.59401, 1.68958, 0.39625, 
20.32, 0.902316, -0.186183, -0.356547, 1.59656, 1.69248, 0.396875, 
20.352, 0.903702, -0.186698, -0.355982, 1.59911, 1.69547, 0.3975, 
20.384, 0.905087, -0.187214, -0.356101, 1.60167, 1.69846, 0.398125, 
20.416, 0.906473, -0.187729, -0.355141, 1.60423, 1.70145, 0.39875, 
20.448, 0.90786, -0.188242, -0.354809, 1.60678, 1.70444, 0.399375, 
20.48, 0.909246, -0.188756, -0.355292, 1.60934, 1.70744, 0.4, 
20.512, 0.910402, -0.189183, -0.351179, 1.61189, 1.71035, 0.400625, 
20.544, 0.91179, -0.189691, -0.351239, 1.61444, 1.71335, 0.40125, 
20.576, 0.912947, -0.190113, -0.347653, 1.61699, 1.71627, 0.401875, 
20.608, 0.914337, -0.190617, -0.347967, 1.61955, 1.71927, 0.4025, 
20.64, 0.915727, -0.191122, -0.349138, 1.62211, 1.72227, 0.403125, 
20.672, 0.916885, -0.191541, -0.345415, 1.62465, 1.72519, 0.40375, 
20.704, 0.918046, -0.191955, -0.340526, 1.6272, 1.72811, 0.404375, 
20.736, 0.919208, -0.192364, -0.336249, 1.62975, 1.73104, 0.405, 
20.768, 0.920372, -0.192768, -0.33172, 1.63229, 1.73396, 0.405625, 
20.8, 0.921769, -0.193251, -0.332915, 1.63485, 1.73697, 0.40625, 
